レースID,1コーナー,2コーナー,3コーナー,4コーナー
201806040302,,,"(*2,5)8,1,10,9-(11,15)14-(7,12)4,13(3,6)=16","(*2,5)(1,8)10(11,9,15)-14(7,12,4)-13-(3,6)=16"
201806040303,"6(8,9)(1,3,10)-4(2,5)-7","6,8,9(1,3)10,4(2,5)7","(*6,8,9,10)1(3,5)(4,2)7","(*6,8)(1,9)10(3,5)4,2-7"
201806040304,"13,14,5(9,7)11(2,6)16(3,8)10,4,15(1,12)","13,14(5,9,7)2(6,11)3,16,8(4,10)-(1,15)12","13,14(5,7,16)6(2,11,8)3,9(4,10)(1,12)15","13-(5,7)(14,16)(2,6)8-3(4,11)(9,1,10)12,15"
201806040305,,"(*8,15)(5,9,11)(10,13)6,7(2,16)4,12,3(1,14)","13(8,15,11,16)(5,9,4)10,7(6,12,1)2-3-14","(8,*13)16(5,11)(9,4)10,7(15,6)1(2,12)-3-14"
201806040306,,,"(*9,14)13(3,12)10-(1,2)-(7,16)8,5=(4,11)-15=6","9(3,14,13)(12,10)(1,2)7,16,8,5=(4,15)11=6"
201806040307,"2,9,10-15(7,16)13,18(3,5)17,1(6,14)(4,11)8,12","2,9(10,16)(7,15)(3,13,18)5(1,17)(4,6,14)(8,11)12","2(9,16)(7,10,15)(3,13,18)(1,5,17)(6,11)4(8,14)-12","(2,9,*16)7(3,15,18,5)(10,17)(1,13,6,11)(4,8)14,12"
201806040308,,,"3,11(4,12)(7,15,16)(8,14)13,10-9(1,6)-2   5","(*3,12)11(4,15,16)7(8,14,13)(10,9)(1,6)2   5"
201806040309,,,"(*3,8)7,6(11,10,13)(12,5)(1,4)2,14,15,16,9","(*3,8)(6,7)(10,13)(11,4,12,5)(1,2,14)15,16,9"
201806040310,"7,3(1,11,2)(5,8)10,9,4-6","7(3,2)11(1,5,8)-(10,9)-4-6","(*7,3,11)(1,5,8)(10,9)(6,2,4)","11(7,3)(1,8)(10,9)(5,6)-4-2"
201806040311,"11,8,2,7,3,12(1,4,9,10)-6-5","11,8-2(3,7)12(1,10)4,9(5,6)","11,8(2,7)(3,1,12)(4,10)(5,9)6","11,2,8(3,1)(4,7,12)5(10,9)6"
201806040312,"6(7,10)3(5,9)(1,12)4,11,2,8","(*6,7,10)3(5,9)(1,12)4,11(2,8)","(*6,10)(3,7,9)(5,8)(1,12)11(4,2)","(*6,10)-(3,9)(7,8)(1,5)(2,12)11,4"
201806040401,,,"3,6,15,11(4,10,1)12-2,16,8(9,13)=5=14-7","3,6,15,11(4,10,1)12,2(8,16)-13-9=5=14-7"
201806040402,,,"10-16(6,11)(7,8)-14,2(13,12)1(3,9,15)5,4","10-(6,16,11)7,8-14-(2,12)13,1-9,3,15,5,4"
201806040403,,"(*6,9)10(3,11,12)2,7(1,5,8)-(4,14)13-15","(*6,9,10)12(3,2,11)(8,1)(5,7)(4,14)-13-15","(*6,10)(9,12)(3,2,11)8(5,1)(14,7)-4,13-15"
201806040404,,,"(*1,5)(4,6,8,12)(7,11)9(13,16)10(2,3)-14-15","1,5(4,6)(12,11)(9,8)7(13,16,10)2,3(14,15)"
201806040405,"(*1,3)8,2,11,12(7,13)4,10,9-6,5","1,3,2,8-11,12(7,13)-4,10,9,6-5","(*1,3)(2,8)6(11,12)4,7(10,13)9-5","(*1,3)2-(11,8)6,12,4(10,7)(13,9)=5"
201806040406,"(*3,7)(4,13)(12,14,16)(2,6,5,10)(8,9)15(1,11)","3,7(4,13)(14,16)12(6,10)2,5(8,9)15(1,11)","(*3,7,13)(4,16)(6,10)-(2,14,8)(1,12)15,5,9-11","(*3,13)(4,7,16)-6-8-2(1,10)12,15,14,9,5,11"
201806040407,"5,11(1,7)4(3,6,9)(2,8,10)","(*5,11)(1,7)4,9(3,6)(8,10)2","(*5,11)(1,4,7)(3,6,9)10-(8,2)","(*5,11,7)(1,4,6,10)3(8,9)2"
201806040408,"6,9-12,10(1,7,11)8-(2,5)-4-3","(*6,9)-12,10(1,7,11)8,2,5-4,3","(*6,9)8(7,12)10-(1,11)2,5-3,4","(*6,9,8)(7,12)10-1(11,2)-5,3-4"
201806040409,"9-13-10,1,8-2-4(3,7)(6,5)(11,12)","9-13-10(1,8)-2-4,3(6,7)5(11,12)","9=13-10-(1,8)2,4(3,5)(6,7)11-12","9=13-10,8(1,2)4(3,7,5)(6,11)12"
201806040410,,,"4,10(6,11)(3,9)(2,1)13,12(5,8)7","(*4,10,11)(6,3)(2,9)1(12,7,13,5)8"
201806040411,"5,6,8,9,3-7(2,4)-1","5,6,8(3,9)-7,4,2-1","(*5,6)8(3,9)(7,4)(2,1)","(*5,6)8(3,9)4(7,1)2"
201806040412,,,"(*8,9,10)14(4,7)16(5,11)13-3,6(2,15)12-1","(*8,9,10)14(4,7)(5,11,16)13,3(6,15)2,12-1"
201806040501,"7,12(2,11)3,6,9-10,5-8,4-1","7,12(2,11)(6,3,9)-10-5-(4,8)-1","(*7,12)-2-9,6(3,11)-10-4-(5,1,8)","7,12,2=9-6-(4,10)(3,11)1,5=8"
201806040502,,"(2,*12)(5,16)(3,9)(1,8,13,14)-(4,15)6(10,11)7","2,12(5,16)9,14,3(8,15,11)13(1,4,6)7=10","(*2,12)16(5,9)3,14(15,11)8,7(1,13)6,4-10"
201806040503,"(*2,8)(6,10)(3,5,9,11)-(7,4)-1","(*2,8)(6,10)(5,11)(3,9)(7,4)-1","(*2,8,10)11(6,5)(9,4)3(7,1)","2(10,4)11(8,9,1)(6,5,7)3"
201806040504,"2=3(1,10)=4(12,8)-6-(5,11)-9   7","2-(3,10)1-4=8-12,6-5,11-9   7","(*3,10)1-2,4-8=12=6=(5,11)-9   7","3(1,10)=4=8,2=12=6=5,11-9   7"
201806040505,,,"(*1,8)11,10(3,5)-(2,12)14,6,4-(13,16)-15-9-7","1,8(10,11)5,3,2,12(6,14)-4-(13,16)-(15,9)=7"
201806040506,,,"(*15,13)-(8,12)(2,5,11)3(6,16)1,14(7,10,9,4)","(*15,13)-5,2,3,8(11,12)6,1,16(10,14)4-(7,9)"
201806040507,"10,15(4,11)12(8,13)2(1,3,6)(7,5)-9   14","(*10,15)4,11(8,13,12)(3,2)(1,6)(7,5)-9   14","(10,*15,4)(8,13,11,12)3,6(5,2)7-9,1   14","(10,*15,4)8(3,13,12)11(5,6)9(2,7)=1   14"
201806040508,"11,7(13,14)(6,16)15,3(1,9)(8,12)10,5,4=2","11-7,13(6,14)16,15(1,3)(8,9)12(5,10)4-2","11(6,7)(1,13,14,15)(16,3)-12(8,10)9,4-5,2","11-6,1,7-15(13,14,16,3)(12,10,4)8(9,2)-5"
201806040509,"1,4-7,5(2,9)10,8,3-6","1,4-7(2,5)(10,9)8-3-6","1,5(4,7)(2,9)10,8-3-6","(*1,5)(4,2,7)9(10,8)-(3,6)"
201806040510,,,"(*8,15)(3,16)(6,11)(2,13)5(7,14)(9,10,12)-(1,4)","8(15,16)3(6,11,13)(2,5,7,14)(9,12)(1,10,4)"
201806040511,"9-4,11(1,13)5(10,7,8)(3,15)12,2,6-14","9-4,11(1,13)(5,8)7(10,15)3,12,2,6-14","9=4,11,1,13(5,7,8)-(10,3,15)12(2,6)-14","9=4,1,11(5,7)(10,15,13,8)(3,12)(2,6)14"
201806040512,"1,5,6,3(2,13)(8,7)15(10,11)14,4,9,12","1,5,6,3(2,13)(8,7)15-(10,11)-14,4,9-12","(*1,5)6(3,13)2(7,15)(8,11,14)(10,4)-9-12","(*1,5)(6,13)3(2,15)8,7(10,14)(11,4)9-12"
201806040601,"(*11,14)9(6,13)(3,15)10(8,12)-(1,2)(5,7)-4","11,14(6,9)(3,13)(10,15)-(8,12)-(1,2)7,5-4","11,14(6,9)-(3,13,12)(8,10)2(5,15)7-(1,4)","11(14,9)6-(3,12)(8,10)2-(13,5)=(1,15,7)4"
201806040602,,,"(10,*12)16(4,7,13)(6,14)(2,3,11,9)-5-8,1-15","(10,*12)(7,16)(4,9)(6,13,11)(2,3,14)5,1-8,15"
201806040603,"(*1,4)6(2,5,8)(3,12)11,10-7=9","1,4,6(2,5)8,3,12(10,11)-7=9","(*1,4)6(2,5,11)8(3,12)10,7-9","1(4,6)(2,5,11,12)(3,8,10)7=9"
201806040604,,,"1(5,12,14,16)(4,11)(3,9)13-(6,10)-(2,15)8=7","1-(5,14)12(4,16)11-9(3,10)(6,13)2,8,15=7"
201806040605,,"(4,5,*7)(6,8)-(1,2,11)14(3,12,15)13,16(9,10)","4,5(6,7)(8,11)(1,2,15)(3,12,14)(9,13)16,10","(*4,5)7(8,11)6,15(1,2,14)12,3,13,9,16-10"
201806040606,"6,15-2(5,7)(1,13)(8,10)12(14,16)4(3,11,9)","6,15,2(5,7)(1,13)-10(12,8)(14,16)(4,9)(3,11)","6(2,15,7)(5,13)(1,10)(14,12)16-(4,8,9)(3,11)","6-2(7,13)(5,15,12)1(14,10,16)4-(3,8)9,11"
201806040607,,,"(*6,7)8,1(2,11)(4,12)5,15-(14,3,9)(13,16)10","(*6,7)8-1,2(5,4,12)11,15,14(13,9,16)-10-3"
201806040608,"9(7,8,5)(1,2)3,6,4=10","(*9,5)-(8,1)(7,2)-3,6=10,4","(*9,5)(8,1)-7,6,3,2=10   4","(*9,5)8-1,7,6-3-2=10   4"
201806040609,"10-7=8-(3,11)-4,2,6-5,9-1","10-7=8-(3,11)-4-2,6,5,9-1","(*10,7)8-(3,11)4,2(5,6)9,1","(10,*7)8,3,4,11-2(5,6)(1,9)"
201806040610,"(*1,5)11(2,4,14)(3,12)-15,13,16,8,10,7=(9,6)","(*1,5)11(2,4,14)(3,12)-15,13(8,16)(7,10)-6,9","(*1,5)(11,14)(2,4,12)(3,13)(15,8)(6,7)10(9,16)","1(5,11)(4,14,13)12(2,3,8)(6,15,7)-(9,10)16"
201806040611,,,"12,13(2,14)(5,16)8(4,7,15)9(6,11)10-1,3","12(2,13)(5,14)16(4,8,15,11)9(6,7,10)-(1,3)"
201806040612,"(*12,10)11(1,5)15,2(14,6)(3,16)(7,13)-(4,8)9","12,10(1,5,11)(2,15)(14,6)(3,16)(7,13)(4,8)9","(*12,10)(1,11)(5,15)2(3,6)(14,16)(7,13)(4,8)9","(*12,10)(1,11)(2,5)(3,16)15(7,13)(14,6)(4,9,8)"
201806040701,,,"4(7,11,14)2,12(10,15)-(5,16)(1,6)9,3-8,13","4-7,14-11,2(10,12)15(5,16)(1,6)(3,9)=(8,13)"
201806040702,,"15(7,9,10)11(3,5,6,13)2(4,14,16)8,1-12","15,9(7,10)(3,6,11)(2,5,13)14,4,16(8,12)-1","(*15,9)7(10,11)(3,6)13(2,5,14)(4,16,1)8,12"
201806040703,"(*5,8,10)-(4,3)14(6,1,16)(12,11)(2,13)9-15=7","(*5,8)10(4,3)14(6,16)(1,11,13,9)12,2,15=7","3-11(5,8)(4,14)-(6,13,9)10,2(16,12)15-7=1","3-11(8,14)4-(5,6)13-2-(10,16,12)15,7,9=1"
201806040704,,,"(*1,2,5)(9,14)-(4,7,6)10(3,8)-16-13,15-12=11","(*1,5,14)2,9(4,3)7-(8,6)(16,10)-13-15=12=11"
201806040705,"12-3,7,2(5,13)6(8,9)-(4,10)14,11-1","12,3,7,2,5(6,13)(8,9)(4,10)(11,14)-1","12,3,7(2,6)9(13,5)(8,10)4(11,14)-1","(*12,3)7(2,6)(13,5,9)(8,4)-(11,14,10)-1"
201806040706,"16,9,11,15-12(10,5)(8,7)(3,4)-2,13-(6,1)14","16-9,11,15(12,5)(8,10,7)4,3,2-13(6,1)14","16-9,11,5,12(10,15)-(7,1)4-(2,6)-3,14(8,13)","16,9,11(10,12,5)15,1,4-6(7,2)-14-3,8,13"
201806040707,,,"4,5(1,9)6(7,13)11(3,14)(10,12)(2,16)(15,8)","(*4,5)(1,6,9)(7,13)(11,14)(3,10,12)(15,2,16)8"
201806040708,"7,15,9(8,3,13)(1,14)(10,12)(4,6)-5,2   11","7,15,9(8,3,13)-(1,14)10,12(4,6)-(5,2)   11","(7,*15,9,14)(8,3,13)-(1,10)-4,12(5,6)2   11","(7,*15)9(8,14)(3,13)10,1-4-6-(12,5)-2   11"
201806040709,"5-6,7(1,4)8,3,2","5-6,7(1,4)(3,8)2","5(6,8)2(7,3)(1,4)","5,8(6,7,2,3)(1,4)"
201806040710,,"4(2,11,12)(1,3,10)(6,9)-8-7-5","4,12(2,3,11)(1,10)(9,5)(6,8)7","4,12(2,11)(3,10)(1,9)(8,5)(6,7)"
201806040711,"4,1(8,9)3(2,12)7,11-(6,10)5","4-1,9,8,3(2,12)7,11,6,10,5","4-1(8,9)3(2,12)7(6,10,11)5","4,1,3(8,9,12,11)7(2,10)6,5"
201806040712,,,"(6,*9,15)(1,5,13)7,14(10,11)2(4,3)12,8-16","9(15,13)-(6,1,5)(7,14)(2,10)-(4,11,3)12,8,16"
201806040801,"9,10(8,15)(1,2,4,16)14,5,12,7(3,6,13)11","9,10(8,15)(2,4,16)1,14,5(3,12)7,13(6,11)","(*9,10)15(8,16)4(1,2,13)14(5,6)11,7,12-3","(9,*10)15-4(8,1)(5,14,16,13)6,2(7,11)-3,12"
201806040802,,,"(*5,9)(3,10)(7,13)(12,16)8(6,14)-15-11,2,4,1","(*5,9)10(3,7,13)(8,12,16)(6,14)-15,11-4-(2,1)"
201806040803,,,"13,11,14,6(5,15)(3,16)1(8,10)(2,4)-7(9,12)","13(11,14)(6,15)5,3,16,1,10(8,4)(2,7,9)=12"
201806040804,"2,9(4,6)7-1,3(5,8)","2(9,6)-4,7-3,1(5,8)","(*2,6)-9-7-(4,3)=5-8,1",6-2-9=7-3-4=5-8=1
201806040805,,"6,7,1(15,14)16(2,13)(3,4,11,12)(5,8)10-9","6(7,14)(1,16)15(2,12)13(3,11)(4,8)5-10-9","6(7,14,16)1(15,12)2(13,11)(3,8)(4,5)-10-9"
201806040806,,,"(*12,14)4(13,15)(2,16)6(7,11)(3,5,10)1,8,9","12,14,4,2(13,15,16)7(11,6)5(3,10)1,8,9"
201806040807,"12(3,4,10)-8,14,2,6(5,13)(7,9)11,1","12,4-3,10-8(2,14)(5,6)13,7,9,11,1","(*12,4,1)9(3,10)8(14,6,13)(2,5)(7,11)","(12,4,*1,9)3(8,10,13,5)(2,14)(7,6,11)"
201806040808,"10,9,14,4(8,11)7,15(3,12)-1,6-13-5-2","10,9,14,4(8,11)(7,15)(3,12)-1-6-13-5-2","(*10,9,14)15(4,8,11)(7,12)3-(1,13)-6,5-2","(10,*9,14)15-11(8,7,12)4(3,13)1,5,6-2"
201806040809,,,"(*4,5)(3,9)(2,6)8,7,1","(*4,5)(3,6,9,8)(2,7,1)"
201806040810,"8(9,10)(2,5,12)(4,15)(1,7,13)(3,16)(11,6)-14","(*8,9)(2,10)(5,12)4(1,7,15)13(3,16)(11,6)14","15,10(8,12)(2,9,13)4(1,5,16)6(7,3)14,11","15(8,10)(2,12)(1,13)(9,16)4(5,6)(7,3)14,11"
201806040811,,"7(1,3)(4,8)(2,9)5,10-(6,11)","7-1(2,3)-4(5,8)-(6,9)10,11","(7,*1)3(2,4,8)5(6,9,10)11"
201806040812,,,"(*5,12)14(1,2,13)10(3,15)(4,8,7)(9,11)6-16","(*5,12)14(1,2,13)(3,4,10)(9,8,15)(7,11)6-16"
201806040901,,,"14,5-3(1,16)11(2,7)-9(4,8)15,13,6=12,10","14-5(1,3,16)(11,7)2,9,8,13,4-15-6=12,10"
201806040902,"15(11,13)5(7,12)1(10,16)(2,8)9,3,6-(4,17)14","(*15,13)(5,11)12(1,7)(10,16)2,8,9,6,3-4-(17,14)","15,13(5,11)(7,12)(1,2,8)(10,4)(6,16)(3,14)9-17","(*15,13)11(5,7,12)(1,2,8)(6,10)(3,14)(16,4)-(9,17)"
201806040903,"9,13(2,8,14)15,16(1,12)(3,7)(4,10)6(5,11)","9,13,14(2,8)15(1,16)12(3,7)10(4,6)(5,11)","9(13,14)(2,15)(8,16,7)1,12-3,5-(4,6)(10,11)","9(13,14)2-(8,16)(15,7)1-(12,5)3=4,11,6-10"
201806040904,,,"(*2,5)7(1,12)(9,15)16,14-3-6,11,8(4,13)-10","(2,*5)(7,12)(1,9,15)(14,16)=3,6,11(8,13)=10,4"
201806040905,"(*3,14)-8,6,1(9,11)2,12-(7,13)(10,4)5","3,14-(8,6)(1,11)9,2,12-(7,13)4-10,5","3(14,6)(8,11)(1,9)(2,12)-(7,13,4,5)-10","(*3,14,6)(8,11)9(1,12)2(7,4)(13,5)-10"
201806040906,"(3,*7)11,10(1,4)12,5,13(2,16)-15(6,9)-8-14","(3,*7)11(1,10,4)5-12(2,13)16,9(6,15)=8-14","(3,*7)4,1(11,2)(5,10,16)13,9,6-15-12-14,8","(3,*7)4(1,2)(5,16)(13,9)6,10-(11,15)-14-12-8"
201806040907,,"4,2(3,6)11,1(9,10,13,15,14)(7,16)5,12,8","11(4,3)(2,14)(1,6,13)9(10,15)7,16(5,12)-8","11(4,3)2,1(6,9)(7,13,16)(14,15,12)10,5-8"
201806040908,,,"(*13,6)12,15,2(4,10)(1,11,16)9,5,7(14,8)   3","13(2,6,12)15,1(4,10)(11,16)(7,9)(5,8)14   3"
201806040909,,"5(2,7)3(6,8)(4,10)9,1","5,7(2,8)(3,10)(4,6)9,1","5,7(2,8,10)3(4,6,9)1"
201806040910,,,"8(10,13)(2,6)(3,12)9(11,7)5(4,1)","(*8,10)13,2(3,6)(12,9)1(5,11)7-4"
201806040911,,,"3,9(1,12,11)(2,5,8)(4,7,14)6(10,16)(13,15)","3(9,12)(1,11)(2,5)8(6,4)(13,10,7)(14,16)15"
201806040912,"6,9(13,14)16(2,12)11(8,15)-5(1,7)4,3   10","6,9(13,14)12(2,16)11,8,15-5(1,7)4-3   10","6(9,14)(13,12,16)2(8,11,15)-5,7,3(4,1)   10","6,9(13,14)(2,12)8(16,15)(7,11)5,3,4,1   10"
201806050101,,,"11,7(10,12)1(15,14)5(3,13)(6,16)4-(2,8)-9","11(10,7)12,1,15-3(14,16)(5,13)(4,6)-8-2-9"
201806050102,"9,15(7,10)(11,16)14(1,5)6,4(8,13)-(2,12)-3","9-15-(7,10)(11,16)5,14(1,6)(4,8)13(2,12)-3","(*9,15)10(7,11,5)(16,2)(14,1)(8,6)(13,12)(4,3)","10,15,9(7,11,5)2,16(14,1)(8,6,12)(4,3)-13"
201806050103,"(*2,6)15,16(3,17)11(1,9,12)10(4,13)(5,14)7,8","2,6-15,16(3,17)(11,12)(1,9)10(4,13)(5,14,8)7","2,6-15(3,16)(11,17,12)1(9,10)(4,13)(5,14)8,7","2(6,15)-(1,3,11)12(9,16)(4,5,17,10)(14,13,8)7"
201806050104,,,"1,6(16,10)(2,3)-(13,5,9)12-8-4(7,14)=15-11","1(6,16)(2,10)-(13,5,3)-9,12-8-4-7-14-15-11"
201806050105,,,"2(1,10,12)-11(6,13)(3,7,8,9)5=4","2,12,10(1,11)6(3,13,8)7,9,5=4"
201806050106,"3(11,15)-1(2,12)10(5,14)7,4,9(6,8)-13","3,15-11-(1,2)-12,10(5,14)7-(4,9)-(6,8)-13","(3,*7)-15(1,2,11,9)(10,5,12)(14,8)6,4-13","(3,*7)-15-(1,2)(10,9)11(5,8)(6,14)(12,13)4"
201806050107,,,"8(1,2)9(3,4)(7,16,13)(5,11,14)-(6,10,12)-15","8,1-3(2,9,16,13)(5,4)11(6,7)(10,14,12)-15"
201806050108,"11=14-3,5,13,8,6,10,1(9,7)-4=12-2","11=14-3,5,13(6,10)-8,1(4,9,7)=12=2","11=14,5(3,10)13(6,1)=(9,7)-4-8=12=2","11=14,5,3,10(13,1)-6-9-7-4=8=12=2"
201806050109,"10(2,12)9(3,6)-(1,11)7(4,5)8-13","10(2,12)9(3,6)-(1,11)-7(4,5)-8-13","(*10,12)(2,9)(6,11)3(1,5,8)(7,4)-13","(*10,12)(2,9,11)(3,6,8)5(1,7,4)13"
201806050110,"1,5(2,8)7(4,6,9)15(10,13)14(3,12)=11","(*1,5)8(2,7)(4,9)(6,15)(10,13)(3,14,12)=11","(*5,8)(9,12)(1,7)(6,14,15,13)2(4,10)3-11","5,12(7,8)9(6,14,13)(10,15)-(4,3)11,2-1"
201806050111,"6,2(3,12)-11(4,14)-(5,13)(8,7)-10,9   1","6,2(3,12)-11,14,4-13,5(8,7)-(9,10)   1","(*6,2)12(3,11)14,4,13,7(5,8,10)-9   1","(6,*2,12)(3,11)(4,14)13(8,7)10,9-5   1"
201806050112,,"1(3,4)10,11(2,5,9)12(8,13)(6,7)","1,4(3,11)(2,10,13)9,12(5,6)(7,8)","1(4,11)3(10,13,12)(2,9)7(6,8)5"
201806050201,,,"16,12(6,8)9(4,5,7)(2,3,11)(13,15)14=10-1","(*16,12)(6,8)9(4,15)(5,11)(2,7,13)(3,14)=10-1"
201806050202,"10(5,16)(9,12)(7,14)8,2,4(3,13)15(1,6)-11","10(5,16)12,9(7,14)8,2,4,15(3,13)(1,6)-11","10(5,16)12(7,14)(8,9,15)(2,4,13,6)(3,11)1","10(16,12)5(7,14)-8(15,6)(2,9,13,11)4(3,1)"
201806050203,,,"5,11,12(2,4)15(8,10)7,9(1,16)(3,14)13,6","5,11,12(2,4)15(7,8,10)16(1,9)3(13,14)6"
201806050204,"10,13(1,15)8,11(2,9,16)5(3,6)(4,12)7,14","10-13,1,15(8,11)(2,9,16)(3,6)5,12,4,7,14","10-13-1,15(8,11,16)(9,6)(2,3,12)(4,14)5-7","10-13,1,15(8,16)(9,11)(3,6)12(2,4)(5,14)-7"
201806050205,"(*10,11)(14,15)7,9(6,13)8-12,2,16(1,3)=5=4","10(11,14,15)7,9(6,13,8)12-2,16(1,3)-5=4","(*10,15,8)14(11,9)7,2-13,12(6,16)(1,3)-5=4","(*10,15,8)(9,14)2,7-11(16,3)13,1,12,5,6=4"
201806050206,"(*3,5)8(2,4)9,6,7,10(1,11)","3,5,8(2,4)(6,9)(7,10)(1,11)","(3,*9)8,5(2,4)(6,7)-10-(1,11)","(*3,9,8)(2,5,4)(6,7)10(1,11)"
201806050207,,,"16(10,14)(9,11)(1,12,13)(5,6,15)(4,2,8,7)3","(*16,10)14(9,11)13(1,12,6)15(2,8,7)5,3,4"
201806050208,,,"(*12,7)16(14,10,15)4,3(2,6)5,9(1,11)(13,8)","(*12,7)(16,15)14(4,10)(2,6)(3,9)5(1,11)(13,8)"
201806050209,"(*4,7)(2,3,14)(9,10)15(12,13)(6,11)-5,1,8","(*4,7)14(2,3)(9,10,15)12(6,13)11-(5,1)8","(*7,14)(15,13)(4,3)(2,10,6,1)(9,12)11-(5,8)","(*7,14)13(4,3)(15,6,1)(2,10,12)(9,11)(5,8)"
201806050210,,"1,9(4,10)(5,13)8,12(3,6)(7,11)-2","(*1,9)(4,10)(5,13)(6,8)12(3,11)-7-2","(*1,9)(4,10)6(8,5,13,12)(3,11)7=2"
201806050211,,,"(*11,10)(6,9)(4,5)8(1,3)7,2","(*11,10)(6,9)(4,5)(1,3,8)(2,7)"
201806050212,"2,5(3,7)4,8-6-1","2(5,7)(3,4)8,6,1","(*2,5,7,8)(3,4,1)6","(*2,5)(3,4,8)(7,1)6"
201806050301,,,"(*2,7,8)(1,9,11)(3,15)(4,12)(6,16)=5=14-13,10","(*2,7)(1,8)(4,3)(15,9,11)12(6,16)-5=14-13=10"
201806050302,"2,12,10,11(4,14)9(3,13)8-(5,6,7)-1","2,12(10,11,14)4,9,3(13,7)8,5,6,1","2,12(10,11,14,9)4(3,7)(8,13,6)5,1","2,12(10,11,14,4)(8,3,7)9(5,13,6,1)"
201806050303,,"4(7,11)(12,13)(2,5,10,15)(3,14)(8,16)1(6,9)","4-7(2,11)(10,12)3(15,13)(14,16,9)5(1,8)-6","4-(2,7)10(3,11)(15,12)13(14,16,9)8(5,1)-6"
201806050304,"6,14,3(8,11)12(4,9)10(1,7,13,15)2,5,16","6,14,3(8,11)(4,9,12)10(1,7)(13,15)(2,5)-16","(*6,14)3(8,11)(4,9)10(1,13,12,15)(2,7,5)-16","6,14(3,11)(8,9)-(4,10)15(1,13,5)2,7,16,12"
201806050305,,"3(5,10)13(2,1,8,14)(11,15)(4,6)7,16,12,9","(*3,5)10(2,1,13)8(11,14)(6,15,7,16)4-(9,12)","(3,*5)(10,13)1(2,14,7)(11,8,15,16)(6,4)9-12"
201806050306,,,"(*3,15,16)11,10(14,13)6,4,2,8(1,7)=5-(9,12)","(*3,15,16)(10,11)(14,13)6,2,4(1,8)7=(9,5,12)"
201806050307,"1-(5,6)2(9,10)(7,11,13)4-3,8-14   12","1-5,6,2(9,10)7(11,13)4-(3,8)-14   12","1(5,6)(2,13)11(7,9)(8,10)(4,14)=3   12","(1,*6)(2,5)(11,13)(7,14)8,4,9-10-3   12"
201806050308,"13,8(1,11)(2,3)(5,10)4-12,9(7,6)","(*13,8)(1,11)3(2,10)(4,5)12(9,6)7","(*13,8)(1,11,10)(2,3,5,12)(4,6)(9,7)","(*13,8)(1,11,10)(2,3)(4,5,12)6(9,7)"
201806050309,"12,3,5,2,10(1,6)(7,8)(4,9)11","12,3(2,5)-10,1(6,8)7(4,9)-11","12(2,3,5)10(1,8)(6,9)7(4,11)","(*12,3,5)(2,10,8)(1,9)6(7,4,11)"
201806050310,,,"(*9,7)(3,6,12,16)(4,5)(1,15,11)2(10,8,14)13","(*9,7)(3,6)12(4,5,16)1,11(10,2,15,8)(13,14)"
201806050311,"7,16(8,10,14)9(3,5,6,12)11,13(1,15)2-4","7(16,10)(8,14)(9,12)3(6,11)(5,13)(1,15)2-4","(*7,16)(8,10)14(3,9,12)(6,13,11)(5,2,15)1-4","(*7,16)(8,10)3(14,12)9(5,6)(2,13)15(1,11)4"
201806050312,,"3(4,7,12,14)1(6,16)(5,8,11)15(2,9,10)13","(*3,4)7(1,6,12,14)2(5,16,15)11(8,9,10)13","(*3,4,7)(1,12,14)(5,6,2,16)(8,11,15)(13,9,10)"
201806050401,,,"(2,*8)-13,3(14,16)(6,15)5(11,12)10,4-9,1=7","8-2-13,3-14(5,16)6,11(15,12)4,10-(1,9)=7"
201806050402,"14,1(5,4,9)8(2,6,15)(10,7,13)(3,12)11","14,1(5,4)(8,9)2(6,15)(10,7,13)(3,12)11","(14,*13)-(4,15)(1,9)5(8,6,12)2(10,7,11)=3","(*14,13)(4,15)-9(5,6)8(1,12)2-(10,7)11=3"
201806050403,"18-(11,16)15,5(4,9,13)6(2,10,8,17)3(1,14)7,12","18,16,11-(5,15)(4,9,13)(2,6,17)(3,10,8)1,14,7,12","(*18,16)(11,13)(5,15,17)(9,6,8)(4,12)(2,3,14)7(1,10)","(*18,16)11(13,17)(5,15)(8,12)(9,6)(3,14,1)2(4,10)7"
201806050404,"6(10,12,15)4(1,5,8)(2,13)14,16(11,9)(3,7)","(*6,10)(12,15)(4,5,8)(1,2)(14,13)(11,9,16)-7,3","(*6,10)(4,5,12)15(8,9)(1,2)14=11-16(7,13)-3","(*6,10)(5,9)4(12,14)(1,2,8,15)-7,11=(3,16,13)"
201806050405,"3,12(2,13,14)(4,8)-7(5,11)1-(6,10)-9-15","3,12(2,13,14)8(4,11)7(5,1)-(6,10)-9-15","(*3,12)-13(8,14,11)1-(2,7)4(5,10)-6,9-15","(*3,12)-11,13,1(8,14)(2,7)-10,5,4,6,9,15"
201806050406,"(*11,13)(5,12,10)8(1,4)14,3,2(7,9)6","(11,*13)(5,10)(12,4)(1,8)14(2,3)-9,7,6","(11,*13,10)(5,12,4)(1,8,14)(2,3,6)-(7,9)","(*11,13,10)(5,12,4)(1,8,14)(2,3,6)-(7,9)"
